Gabriele,66,00:00:09,6,facile,23/05/2021 21:16:28
Michele,60,00:00:10,6,medio,24/05/2021 19:36:43
Gabriele,46,00:01:20,19,difficile,28/05/2021 20:48:53
Gabriele,70,00:00:28,10,difficile,28/05/2021 20:53:28
Gabriele,96,00:00:25,12,difficile,28/05/2021 20:55:18
Gabriele,38,00:00:34,13,facile,30/05/2021 21:06:07
